Số báo danh,Toán,Văn,Ngoại Ngữ,Lý,Hoá,Sinh,Sử,Địa lý,GDCD
01000408,-1,7,-1,-1,-1,-1,7.25,5.75,-1
01000409,-1,6.5,-1,-1,-1,-1,8.25,6.75,-1
01000410,-1,6.75,-1,-1,-1,-1,7.75,6.25,-1
01000411,6,5.75,-1,-1,-1,-1,6.5,6.5,-1
01000412,-1,4,-1,-1,-1,-1,7.5,7,-1
01000413,5.4,6,-1,-1,-1,-1,8.5,8.25,-1
01000414,-1,7.5,-1,-1,-1,-1,8.75,8.75,-1
01000415,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000416,6.2,6.25,-1,-1,-1,-1,7.25,7,-1
01000417,6.8,-1,8.2,-1,9,7,-1,-1,-1
01000418,-1,3.5,-1,-1,-1,-1,6.75,7.25,-1
01000419,-1,5,-1,-1,-1,-1,4,7.25,-1
01000420,-1,5.5,-1,-1,-1,-1,5.25,6.75,-1
01000421,1.8,5,-1,-1,-1,-1,3.25,7.25,-1
01000422,8.2,7.75,8,-1,-1,-1,-1,-1,-1
01000423,4.2,4.25,-1,-1,-1,-1,4.25,7.5,-1
01000424,5.2,6.5,-1,-1,-1,-1,8.5,8.5,-1
01000425,2.4,-1,2.6,5.75,-1,-1,-1,-1,-1
01000426,3.8,5.5,-1,-1,-1,-1,5.75,4.75,-1
01000427,6.6,6.75,8.75,-1,-1,-1,8.75,8.2,7.75
01000428,-1,5.75,-1,-1,-1,-1,6.5,7.25,-1
01000429,-1,4.25,-1,-1,-1,-1,4.75,3.5,-1
01000430,-1,7.75,-1,-1,-1,-1,9.25,8.5,-1
01000431,-1,6.25,-1,-1,-1,-1,9,7.75,-1
01000432,-1,7.75,-1,-1,-1,-1,9.5,8.5,-1
01000433,-1,6,-1,-1,-1,-1,8,8,-1
01000434,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000435,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000436,-1,1.5,-1,-1,-1,-1,5.5,6.75,-1
01000437,-1,4.25,-1,-1,-1,-1,7,8.25,-1
01000438,-1,5.5,-1,-1,-1,-1,5.25,7.75,-1
01000439,5.4,5.75,-1,-1,-1,-1,6.5,6,-1
01000440,2.8,5.5,-1,-1,-1,-1,5,6.5,-1
01000441,3.8,4.5,-1,-1,-1,-1,1.75,5,-1
01000442,-1,6,-1,-1,-1,-1,5.25,6.5,-1
01000443,-1,3.75,-1,-1,-1,-1,2.5,7.5,-1
01000444,-1,5,-1,-1,-1,-1,6,7.5,-1
01000445,-1,7.75,-1,-1,-1,-1,9.75,8.75,-1
01000446,-1,8,-1,-1,-1,-1,9.25,7.75,-1
01000447,-1,5.5,-1,-1,-1,-1,6.75,6.75,-1
01000448,-1,4,-1,-1,-1,-1,7,7.75,-1
01000449,-1,5,-1,-1,-1,-1,8.25,9,-1
01000450,-1,5.25,-1,-1,-1,-1,6.25,7,-1
01000451,-1,3.75,-1,-1,-1,-1,8.25,6.75,-1
01000452,-1,6,-1,-1,-1,-1,5.75,6.25,-1
01000453,3,4,-1,-1,-1,-1,3.75,4.75,-1
01000454,3.2,4.75,-1,-1,-1,-1,5,5.5,-1
01000455,3,2.75,-1,-1,-1,-1,4.75,4.25,-1
01000456,-1,7.25,-1,-1,-1,-1,7,7.25,-1
01000457,-1,4,-1,-1,-1,-1,4.5,5.25,-1
01000458,-1,6.25,-1,-1,-1,-1,9.25,7.25,-1
01000459,8.4,7.25,9.2,-1,-1,-1,-1,-1,-1
01000460,-1,5,-1,-1,-1,-1,6.75,5.75,-1
01000461,-1,5.75,-1,-1,-1,-1,5.75,6.5,-1
01000462,-1,4.25,-1,-1,-1,-1,4.75,5.75,-1
01000463,4.4,6,-1,-1,-1,-1,5,4.5,-1
01000464,6.4,5.75,5.5,-1,-1,-1,5.5,3.6,-1
01000465,6,5.75,-1,-1,-1,-1,6.5,6,-1
01000466,7.4,5.5,8,-1,-1,-1,7.25,6.4,-1
01000467,3.6,6.5,-1,-1,-1,-1,6.5,6,-1
01000468,2.4,6.5,-1,-1,-1,-1,3.75,5.75,-1
01000469,7.6,8.4,5,-1,5,8,-1,-1,-1
01000470,-1,4.5,-1,-1,-1,-1,7.5,6.5,-1
01000471,6.8,6.75,6.8,-1,-1,-1,-1,-1,-1
01000472,8,-1,9,8,-1,-1,-1,-1,-1
01000473,6.8,5.75,-1,-1,-1,-1,5.75,5.75,-1
01000474,-1,4.5,-1,-1,-1,-1,4.5,5.25,-1
01000475,-1,5.25,-1,-1,-1,-1,3.75,5,-1
01000476,8.2,8,9.6,-1,-1,-1,-1,-1,-1
01000477,8.4,-1,8.75,8.5,2.5,9.2,-1,-1,-1
01000478,-1,6.75,-1,-1,-1,-1,5.25,6.5,-1
01000479,-1,8,-1,-1,-1,-1,10,9.25,-1
01000480,3.6,3.25,-1,-1,-1,-1,3,4.5,-1
01000481,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000482,-1,6,-1,-1,-1,-1,8.5,7.5,-1
01000483,-1,6.25,-1,-1,-1,-1,7,6.75,-1
01000484,6.6,7.25,7,-1,-1,-1,6.75,3.6,-1
01000485,-1,6.5,-1,-1,-1,-1,9.75,9.25,-1
01000486,-1,3.75,-1,-1,-1,-1,4,6.25,-1
01000487,7.6,8,9.2,-1,-1,-1,-1,-1,-1
01000488,-1,6.5,-1,-1,-1,-1,8.5,7.75,-1
01000489,-1,6.25,-1,-1,-1,-1,6.75,7.75,-1
01000490,6.8,6,6.4,-1,-1,-1,-1,-1,-1
01000491,-1,5.5,-1,-1,-1,-1,8.75,8.75,-1
01000492,-1,6.5,-1,-1,-1,-1,8.75,8.75,-1
01000493,3.4,5.25,7.75,-1,-1,-1,5.75,4.8,7.75
01000494,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000495,-1,6.75,-1,-1,-1,-1,9.75,7.75,-1
01000496,-1,5.75,-1,-1,-1,-1,7.75,7.75,-1
01000497,-1,4.5,-1,-1,-1,-1,4.25,6,-1
01000498,-1,3.25,-1,-1,-1,-1,5.75,6.75,-1
01000499,-1,4.75,-1,-1,-1,-1,6.75,5.75,-1
01000500,-1,5,-1,-1,-1,-1,6.5,5.25,-1
01000501,-1,2.5,-1,-1,-1,-1,4.5,5,-1
01000502,-1,4.25,-1,-1,-1,-1,5.5,6.75,-1
01000503,-1,5.75,-1,-1,-1,-1,6.75,7.75,-1
01000504,-1,4,-1,-1,-1,-1,5.25,4.5,-1
01000505,-1,5.75,-1,-1,-1,-1,9,8.5,-1
01000506,-1,5.75,-1,-1,-1,-1,4.5,5.25,-1
01000507,-1,5,-1,-1,-1,-1,4.5,4.25,-1
01000508,-1,7.25,-1,-1,-1,-1,9.5,9,-1
01000509,-1,7.25,-1,-1,-1,-1,8.25,7.75,-1
01000510,-1,3.5,-1,-1,-1,-1,6.25,6.25,-1
01000511,-1,5.5,-1,-1,-1,-1,8.75,7.5,-1
01000512,-1,1.5,-1,-1,-1,-1,6.25,6.25,-1
01000513,-1,6,-1,-1,-1,-1,9.25,7.5,-1
01000514,-1,7.5,-1,-1,-1,-1,9.25,9,-1
01000515,-1,4.67,-1,-1,-1,-1,9,6.5,-1
01000516,-1,4.25,-1,-1,-1,-1,5,4.75,-1
01000517,-1,4.75,-1,-1,-1,-1,7.25,6.25,-1
01000518,-1,5,-1,-1,-1,-1,8.25,5.25,-1
01000519,7,7.5,8.6,-1,-1,-1,-1,-1,-1
01000520,-1,7.75,-1,-1,-1,-1,7,6.5,-1
01000521,-1,7.75,-1,-1,-1,-1,9.25,8.75,-1
01000522,2.4,4.25,8.2,-1,-1,-1,-1,-1,-1
01000523,-1,5.5,-1,-1,-1,-1,8.5,7.5,-1
01000524,-1,6.25,-1,-1,-1,-1,6.25,5.75,-1
01000525,6.6,7,8.8,-1,-1,-1,-1,-1,-1
01000526,-1,5.5,-1,-1,-1,-1,6.25,7,-1
01000527,-1,6,-1,-1,-1,-1,6,6.25,-1
01000528,-1,4.75,-1,-1,-1,-1,2.75,4.75,-1
01000529,-1,5.5,-1,-1,-1,-1,7.75,6.25,-1
01000530,-1,6.5,-1,-1,-1,-1,7.25,7.25,-1
01000531,7.8,7.25,8,-1,-1,-1,7.5,9.6,9
01000532,-1,8.25,-1,-1,-1,-1,8.5,7,-1
01000533,-1,5,-1,-1,-1,-1,4.25,6.25,-1
01000534,-1,6.25,-1,-1,-1,-1,7.5,6.25,-1
01000535,4.8,4.75,8.25,-1,-1,-1,7.25,8.4,-1
01000536,-1,5.75,-1,-1,-1,-1,7,8,-1
01000537,8.4,-1,9,-1,8.25,7.5,-1,-1,-1
01000538,-1,8,-1,-1,-1,-1,9.75,9.25,-1
01000539,-1,5.25,-1,-1,-1,-1,7,7.75,-1
01000540,-1,4.5,-1,-1,-1,-1,3.5,5.25,-1
01000541,-1,5.75,-1,-1,-1,-1,6.25,7,-1
01000542,7,5.75,5.25,-1,-1,-1,7,2.6,-1
01000543,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000544,-1,4.75,-1,-1,-1,-1,7.5,7.25,-1
01000545,-1,6,-1,-1,-1,-1,9.5,7.75,-1
01000546,-1,4.5,-1,-1,-1,-1,5,6.25,-1
01000547,5.8,6.5,4.25,-1,-1,-1,5.25,6.6,-1
01000548,8.4,8,9,-1,-1,-1,-1,-1,-1
01000549,7.8,8,8.25,-1,-1,-1,7.5,8.8,-1
01000550,9.2,8.25,9,-1,-1,-1,-1,-1,-1
01000551,-1,7.75,-1,-1,-1,-1,9.5,7.5,-1
01000552,8.4,7.75,8.4,-1,-1,-1,-1,6.25,-1
01000553,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000554,7.6,4.75,5.8,-1,-1,-1,-1,-1,-1
01000555,7.2,8.5,5.8,-1,-1,-1,-1,-1,-1
01000556,-1,6.75,-1,-1,-1,-1,8.5,8.25,-1
01000557,-1,4.5,-1,-1,-1,-1,8.25,8,-1
01000558,-1,6,-1,-1,-1,-1,7.75,6.75,-1
01000559,7.2,8,7.25,-1,-1,-1,5.75,8.2,7
01000560,8,8.25,7.5,-1,-1,-1,6.5,7.4,8.5
01000561,8.4,8.25,7.25,-1,-1,-1,8.5,6.4,8.75
01000562,7.6,7.25,6.75,-1,-1,-1,6.5,7.4,8.75
01000563,8,8.25,8.75,-1,-1,-1,8.25,9.8,8.75
01000564,8,8.25,8.25,-1,-1,-1,7.25,9.2,7.75
01000565,6.2,8.25,5,-1,-1,-1,6.75,9,7.75
01000566,7.6,7.5,7.25,-1,-1,-1,5.75,8.6,8
01000567,8.6,7.5,7.75,-1,-1,-1,6.5,8.4,8
01000568,8.6,8.25,6.5,-1,-1,-1,6.5,8.4,9
01000569,8.8,9,8.5,-1,-1,-1,8.5,9.8,9.5
01000570,7.4,8.5,7.25,-1,-1,-1,7.5,4.6,8.5
01000571,8,8.75,7.75,-1,-1,-1,6.5,8.8,8.5
01000572,8.2,8.75,6.25,-1,-1,-1,7,8.6,8.5
01000573,7.4,8.25,6.5,-1,-1,-1,6.75,8.2,7.75
01000574,7.6,6.5,6.5,-1,-1,-1,7,8.8,7.75
01000575,7.6,4.5,8.25,-1,-1,-1,8,8.8,9.5
01000576,3.8,6.25,8,-1,-1,-1,6.5,3.8,8
01000577,7.2,6.25,6.75,-1,-1,-1,6.25,7.2,6.25
01000578,4.6,6.75,6.5,-1,-1,-1,7.5,4.4,8.5
01000579,7,7.25,7.25,-1,-1,-1,7.25,7.6,8.5
01000580,6.6,7,7,-1,-1,-1,5.5,6.2,7.25
01000581,7.2,7,7.25,-1,-1,-1,6,4.6,8
01000582,4.4,7.5,6.75,-1,-1,-1,6.25,4.6,7
01000583,7,6.25,8.25,-1,-1,-1,7,5.6,9.25
01000584,7.8,9.25,7.25,-1,-1,-1,5,6.6,7.5
01000585,7.2,7.75,7.75,-1,-1,-1,7.5,8,8.5
01000586,8,-1,-1,8,7.75,-1,-1,-1,-1
01000587,7.4,-1,-1,6.25,5.75,-1,-1,-1,-1
01000588,2.4,3.25,-1,-1,-1,-1,7.5,-1,-1
01000589,8,6,-1,-1,-1,-1,10,-1,-1
01000590,7.2,-1,-1,7,5.25,-1,-1,-1,-1
01000591,7.4,-1,-1,5,4.75,-1,-1,-1,-1
01000592,-1,-1,-1,-1,-1,-1,-1,-1,-1
01000593,1.8,3.75,-1,-1,-1,-1,5.75,-1,-1
01000594,8.4,9.25,7.8,8.5,3.25,5.25,-1,-1,-1
01000595,5.8,5.5,7.5,-1,-1,-1,8,7.2,8.75
01000596,8.6,8,6.2,8,3.75,4,-1,-1,-1
01000597,9.2,9,8.4,5.25,8.5,5.5,-1,-1,-1
01000598,8.4,6.25,9.4,5.25,5.25,7.5,-1,-1,-1
01000599,8.2,7,3.2,6.25,5.75,6,-1,-1,-1
01000600,8.2,7.75,9.4,8.75,6,7,-1,-1,-1
01000601,8,9,8.8,8,5,5.75,-1,-1,-1
01000602,6.4,5.75,8.25,-1,-1,-1,7,7,7.5
01000603,8,5.5,6.8,7.5,5.25,7.25,-1,-1,-1
01000604,9.2,7.75,9.2,8,6.25,6.75,-1,-1,-1
01000605,7.8,5.25,7.6,6.75,4,6.5,-1,-1,-1
01000606,7.6,4.5,6.8,4.75,4.75,6,-1,-1,-1
01000607,8.4,6,-1,8.5,5.25,8.5,-1,-1,-1
01000608,8.6,7.5,8.25,-1,-1,-1,8.5,8.8,9.25
01000609,6.8,9,8,-1,-1,-1,6.25,7,8.75
01000610,8.6,8,6.75,-1,-1,-1,7.5,9,8.25
01000611,8.8,8.25,8.6,5.25,8.5,7.25,-1,-1,-1
01000612,9.6,9.25,8.4,8.5,6.25,6.25,-1,-1,-1
01000613,6.6,8,8.25,-1,-1,-1,6,6.8,9
01000614,8.6,8.25,8.25,-1,-1,-1,7,8.2,7.75
01000615,8.2,8.5,9.25,-1,-1,-1,8.25,9.6,9.5
01000616,7,4.75,5.2,6.75,2.75,6.5,-1,-1,-1
01000617,7,6.5,9.25,-1,-1,-1,6.75,8.6,8.75
01000618,4,6.25,4.75,-1,-1,-1,6.5,8.2,8.25
01000619,8.4,7.5,8,-1,-1,-1,8.5,8.6,8.75
01000620,4.6,8.75,9.25,-1,-1,-1,8.75,7.2,6.75
01000621,7.8,8.25,8.75,-1,-1,-1,7.75,8.2,8.75
01000622,8,7,7,-1,-1,-1,7,6.4,7.75
01000623,6.8,5.25,4.5,-1,-1,-1,5.5,3.4,8
01000624,5.4,6.5,6.5,-1,-1,-1,5.5,3.2,8.25
01000625,8.4,8.25,7.75,-1,-1,-1,7.5,9.4,7.75
01000626,8,7.5,7.4,8,4.25,7,-1,-1,-1
01000627,7.4,8.75,6.25,-1,-1,-1,6.25,9.2,8.5
01000628,7.8,8.5,8.8,8.5,5.75,8.75,-1,-1,-1
01000629,5.8,8.25,8,-1,-1,-1,7,7.4,8.75
01000630,4.8,7.5,8.75,-1,-1,-1,8,5.6,8.25
01000631,7.6,8.75,8,-1,-1,-1,7.25,7.4,8.5
01000632,6.4,6,4.5,-1,-1,-1,5.25,5,8
01000633,7.2,7.5,7.5,-1,-1,-1,7.75,9.4,9
01000634,8.2,8,7.25,-1,-1,-1,5.75,8,7.5
01000635,6.4,7.25,4.5,-1,-1,-1,5.75,7.6,7.25
01000636,6.6,7.25,8.6,5.75,6.75,7.75,-1,-1,-1
01000637,5.4,4.5,6.5,-1,-1,-1,6,7,8.75
01000638,7.8,6.75,5.75,-1,-1,-1,6.75,8.4,7.5
01000639,7,5.5,7.6,7,4,7,-1,-1,-1
01000640,7.6,8.25,6.25,-1,-1,-1,7.5,9.2,8.5
01000641,7.8,5.5,9.2,7.5,5.5,6,-1,-1,-1
01000642,6,8,8,-1,-1,-1,7.5,6,7.75
01000643,6.6,6.75,7.25,-1,-1,-1,6.75,8.6,8.75
01000644,8.2,6.5,6,-1,-1,-1,6.75,8,8
01000645,7.8,7.25,8.25,-1,-1,-1,7.75,7.2,7.25
01000646,8.6,8.25,8.25,-1,-1,-1,7.25,9.2,9
01000647,6.2,6.83,6,-1,-1,-1,6.5,7,7.5
01000648,4,7.75,6.5,-1,-1,-1,7.25,3.4,7.75
01000649,6.2,6.25,6.75,-1,-1,-1,4.75,3.8,6
01000650,5.6,6.25,6.5,-1,-1,-1,6.75,6.6,8
01000651,8.2,8,8.25,-1,-1,-1,7.75,7.8,7
01000652,8.6,8.75,9,8.5,7.5,4,-1,-1,-1
01000653,9,7.75,9.25,-1,-1,-1,8.75,8.8,9.75
01000654,8.8,8.75,6.4,5.75,8.25,5.5,-1,-1,-1
01000655,8.2,5.5,7.75,-1,-1,-1,8.75,8,8.25
01000656,3.4,4.5,5,-1,-1,-1,6.25,5.4,5.25
01000657,7.8,6.75,6.5,-1,-1,-1,8.5,7.6,8.25
01000658,8.8,9,9,-1,-1,-1,7.75,9.2,8
01000659,8.6,2.25,7.4,8.5,4.75,6,-1,-1,-1
01000660,8.4,8.5,-1,8,3.75,5.75,-1,-1,-1
01000661,7.8,5.5,8.6,7.25,5.25,7.75,-1,-1,-1
01000662,5.6,6.5,6.25,-1,-1,-1,7,5,8.25
01000663,6.4,6.75,7.5,-1,-1,-1,7.75,8.2,8.5
01000664,7.6,7.5,9.25,-1,-1,-1,8.5,8.6,9.25
01000665,7.8,4.5,8.8,6,3.5,6.5,-1,-1,-1
01000666,8,8.25,9,4.75,3.75,6.75,-1,-1,-1
01000667,9,6.5,8.25,-1,-1,-1,8.25,8,8.5
01000668,8.2,7,8.5,-1,-1,-1,6.75,3.8,9
01000669,8,8,8.25,-1,-1,-1,8,9.2,8.75
01000670,8.6,7.25,7.8,6.25,3.25,6,-1,-1,-1
01000671,7.8,7.25,-1,-1,-1,-1,7.5,9,8
01000672,7.8,6.25,7,-1,-1,-1,6.25,8.2,8.25
01000673,7,4.75,8.6,7.25,3.5,3.75,-1,-1,-1
01000674,7.8,4,7.8,7.25,3,6.25,-1,-1,-1
01000675,6.4,6.75,6.75,-1,-1,-1,7,6.4,7.75
01000676,4.2,7.75,8.75,-1,-1,-1,8.75,4.2,8.5
01000677,7.4,6.67,7.25,-1,-1,-1,8.25,8.4,7.75
01000678,8.6,8,8.75,-1,-1,-1,7.5,9.4,9
01000679,7.8,8.75,8.5,-1,-1,-1,9,9.4,9.25
01000680,8.2,8.5,7.25,-1,-1,-1,8,9.8,8.25
01000681,7.8,9,8.75,-1,-1,-1,7.5,8.8,9
01000682,7,7.5,4.25,-1,-1,-1,5.25,7.4,7.25
01000683,7.8,4,9.2,6.5,5.5,7.17,-1,-1,-1
01000684,4.4,7.25,-1,-1,-1,-1,7.75,9.25,8.25
01000685,7.8,8,8,-1,-1,-1,7.25,8.4,9.5
01000686,7.8,7.75,7.5,-1,-1,-1,6,8,8.5
01000687,7.6,8,-1,-1,-1,-1,7.25,8.25,6.75
01000688,8.8,3,8.6,9.25,4.25,6.5,-1,-1,-1
01000689,8.8,8,7.2,5,7,6.5,-1,-1,-1
01000690,8.6,7.75,7.5,-1,-1,-1,7.5,7,7.75
01000691,8.4,3.5,8,7.5,3.5,6.25,-1,-1,-1
01000692,5.2,8.5,8.5,-1,-1,-1,8.5,4.6,7.75
01000693,8.6,7.75,6.5,-1,-1,-1,7,8.6,8.25
01000694,9.2,5.25,9.2,8.75,3.25,6.75,-1,-1,-1
01000695,6.8,7.5,4.5,-1,-1,-1,6,6.4,8.25
01000696,6.8,8,5.75,-1,-1,-1,6.5,4.8,9.75
01000697,7.4,8.75,9.25,-1,-1,-1,8.5,9.6,8.5
01000698,7.8,8.25,7.5,-1,-1,-1,8,8.2,8.25
01000699,5.2,9,8,-1,-1,-1,6.75,4.8,7.75
01000700,7.8,8.75,7,-1,-1,-1,7.25,8.6,8
01000701,6.6,8.75,7.5,-1,-1,-1,8.5,8.6,8.5
01000702,7.8,8,8.5,-1,-1,-1,7.75,7.8,8.25
01000703,7,4.25,8.6,8.25,2.25,6,-1,-1,-1
01000704,7.6,8,7.25,-1,-1,-1,6.75,8.8,7.75
01000705,7.2,8,6.75,-1,-1,-1,6.75,6.4,7.75
01000706,7.2,6.25,6,-1,-1,-1,6.5,6.2,7.25
01000707,7.4,9.25,9,-1,-1,-1,9,8,9.25
01000708,8.4,8.75,5.25,-1,-1,-1,4.75,8,7
01000709,8.6,8,7,-1,-1,-1,6,9.2,9.75
01000710,7.6,7.5,7,-1,-1,-1,6.75,8,8.5
01000711,7.4,3.5,6.4,4.75,3,6.5,-1,-1,-1
01000712,7.6,7.5,7.75,-1,-1,-1,8.75,9.4,8.5
01000713,8.4,8.25,9.4,7,5.5,6.25,-1,-1,-1
01000714,8,9,8.25,-1,-1,-1,8.5,8.2,8.5
01000715,8,8.5,9,-1,-1,-1,7.75,8.6,8.25
01000716,8.8,8.5,8.25,-1,-1,-1,6.25,8.4,8
01000717,8,8.5,6,-1,-1,-1,8,8.8,8.75
01000718,7.6,5.25,9,8.25,6,8.75,-1,-1,-1
01000719,3.6,7.25,5.5,-1,-1,-1,7.25,4,6.75
01000720,7,7.25,6.5,-1,-1,-1,6.25,8.4,8
01000721,5.2,9.25,7.75,-1,-1,-1,7.75,5.2,8.5
01000722,4,4.75,6.6,3,4,5.67,-1,-1,-1
01000723,8.6,8,8,-1,-1,-1,6.75,7.8,7.5
01000724,8.2,7,7,-1,-1,-1,7.5,6.8,7.75
01000725,9,8.5,8.25,-1,-1,-1,8,9.2,8.5
01000726,5.6,7.25,7,-1,-1,-1,5.75,3.6,7.75
01000727,8.8,8,8,4,3.75,7.17,-1,-1,-1
01000728,7,8,6,-1,-1,-1,5,8,7.75
01000729,8.4,3.25,9,9.75,3.5,6.75,-1,-1,-1
01000730,6.4,7.75,-1,-1,-1,-1,7.5,8,8.25
01000731,3,5.75,-1,-1,-1,-1,5,-1,-1
01000732,2.4,-1,-1,3.5,3.5,-1,-1,-1,-1
01000733,8.6,8.5,7.4,5.25,2.75,5.5,-1,-1,-1
01000734,8.2,8,7.25,-1,-1,-1,4.75,6.8,7
01000735,7.6,-1,-1,6.75,7.5,-1,-1,-1,-1
01000736,8,8.5,7.75,-1,-1,-1,7.25,7.4,7.5
01000737,4.2,5.75,-1,-1,-1,-1,4.25,-1,-1
01000738,8,7.75,6.8,7.75,4.5,3.25,-1,-1,-1
01000739,7.4,7.5,-1,5.75,7.5,7.25,-1,-1,-1
01000740,8.2,8.75,7.4,9,5.5,6.75,-1,-1,-1
01000741,8.2,8.5,5.75,-1,-1,-1,7,6.4,8
01000742,8.6,-1,-1,5.25,9,7.5,-1,-1,-1
01000743,7.4,8,8.5,-1,-1,-1,7.5,8.8,9
01000744,7.8,6.5,3.4,6.5,1.5,5,-1,-1,-1
01000745,7.2,8.25,8,-1,-1,-1,6.75,7.6,9
01000746,7.6,3,5,6.75,3.75,5.25,-1,-1,-1
01000747,8,8.25,-1,-1,-1,-1,9.5,-1,-1
01000748,5.6,7.75,5.5,-1,-1,-1,6.25,4.2,8
01000749,9,8,-1,8.25,5.25,4.25,-1,-1,-1
01000750,8,6.5,9.4,6.75,3.5,8,-1,-1,-1
01000751,2.6,6,-1,-1,-1,-1,3.5,-1,-1
01000752,4.8,4.5,6.25,-1,-1,-1,7.25,5,5.75
01000753,5.8,6.25,6.75,-1,-1,-1,6,2,6.75
01000754,5,8,9.75,-1,-1,-1,8,6.8,8.25
01000755,4.8,6.5,7,-1,-1,-1,5.75,4,7.5
01000756,8.2,9.5,9.2,5,3.75,5.5,-1,-1,-1
01000757,7.4,8.25,9,-1,-1,-1,9.5,9.4,8.5
01000758,7.6,8,4.2,5.25,7.75,5.75,-1,-1,-1
01000759,8.2,6.75,8.2,8.5,4.5,6.5,-1,-1,-1
01000760,8,7.5,7,-1,-1,-1,6.75,8.4,7.5
01000761,7,6,9.2,7,6.25,6.5,-1,-1,-1
01000762,6.2,7.75,7.5,-1,-1,-1,7.75,8,8
01000763,5.8,8,6.5,-1,-1,-1,7.25,8.2,8.75
01000764,7.4,8,7,-1,-1,-1,8,8,8
01000765,8.2,8.25,8,-1,-1,-1,7.25,7,8.25
01000766,5,6.5,8.5,-1,-1,-1,6.5,3.4,7.75
01000767,7.8,8.5,6,-1,-1,-1,6.5,6.4,8.75
01000768,8.4,9.25,8.2,4.75,7.75,8.75,-1,-1,-1
01000769,8.6,7,7.5,-1,-1,-1,9,8.6,8.25
01000770,8.4,5.25,9.2,9,5.25,8.5,-1,-1,-1
01000771,5.8,8.25,-1,-1,-1,-1,6,7.75,6.75
01000772,3,4.25,-1,-1,-1,-1,5.75,-1,-1
01000773,7.6,6.25,7.8,6,6.25,8.5,-1,-1,-1
01000774,7.8,8,9,-1,-1,-1,6.5,6.2,8.5
01000775,8.2,9.5,9,-1,-1,-1,8.25,9.6,8.75
01000776,9,8.75,7.25,-1,-1,-1,7.75,7.8,7.5
01000777,5.8,7.5,6,-1,-1,-1,6.25,4.8,7.75
01000778,8.6,6,8.8,8.5,5,7,-1,-1,-1
01000779,8.2,4.75,7.2,6.75,4,7,-1,-1,-1
01000780,8.4,8.25,9,-1,-1,-1,8,8.4,7.5
01000781,8,7.5,8,7.5,6,7.5,-1,-1,-1
01000782,8.2,7.75,7,-1,-1,-1,8.75,9,8
01000783,6.2,4.25,6.75,-1,-1,-1,6.25,5.6,8
01000784,7.6,6.5,8.4,3.75,7.25,7,-1,-1,-1
01000785,8.2,8.25,9.4,7.75,5.5,7.25,-1,-1,-1
01000786,7.4,7,8.5,-1,-1,-1,8.75,8.2,9.25
01000787,7.8,8,8.4,5,5.5,8.25,-1,-1,-1
01000788,8.6,9.25,8.5,-1,-1,-1,8,9.2,8
01000789,9,8.75,9,9.25,6.5,9,-1,-1,-1
01000790,8.4,7.75,5.2,6.75,4.5,5.75,-1,-1,-1
01000791,9,4.5,7.6,6,6,5.75,-1,-1,-1
01000792,8.8,9,6.8,7.25,7.5,6.25,-1,-1,-1
01000793,7.2,7,4.5,-1,-1,-1,7,5.6,8.5
01000794,7.8,7.75,7.5,-1,-1,-1,8.75,8,8.75
01000795,7.6,8.25,7,-1,-1,-1,5.5,8.2,8.25
01000796,7.8,5,9.2,6,4.25,7.25,-1,-1,-1
01000797,-1,-1,-1,-1,-1,-1,8,5.25,-1
01000798,8.8,8,9,-1,-1,-1,7.5,7.6,8.75
01000799,9.2,6.75,9.6,7.75,5.25,4.25,-1,-1,-1
01000800,6.4,6.75,7.75,-1,-1,-1,7.5,5.4,9.5
01000801,9,7,8.75,-1,-1,-1,7.75,8.8,8.75
01000802,5.8,7.5,8.25,-1,-1,-1,7.5,8.8,8.25
01000803,7.2,7,5,-1,-1,-1,6,6.4,6
01000804,7,4.5,-1,4.75,4,7.25,-1,-1,-1
01000805,8.8,5,6.8,6,4.5,8.75,-1,-1,-1
01000806,9.4,7.25,9.6,8.75,5.5,8,-1,-1,-1
01000807,6.8,8.25,8.25,-1,-1,-1,6.25,5.2,8.75
01000808,8.2,4,8,7.25,6,5,-1,-1,-1
01000809,3.6,6.25,4.5,-1,-1,-1,6.25,7.6,6
01000810,7.6,8.75,7.25,-1,-1,-1,7.5,7.8,9
01000811,8,7.25,6.4,8,2.75,6.25,-1,-1,-1
01000812,7.8,5.25,8.8,6.75,3.25,5.5,-1,-1,-1
01000813,8.2,4.5,8.8,5.75,2.5,6,-1,-1,-1
01000814,7,-1,-1,6.25,-1,-1,-1,-1,-1
01000815,4.4,7,7.5,-1,-1,-1,5.75,7.6,7.25
01000816,2.8,6.75,7,-1,-1,-1,6.75,7.2,8.25
01000817,7.8,8.25,8,-1,-1,-1,8,8,8.75
01000818,6.2,6.75,7.2,6,4.25,5.75,-1,-1,-1
01000819,5.2,8,-1,-1,-1,-1,5,8,6
01000820,7.4,6,3,-1,-1,-1,6,6.6,7.75
01000821,7.6,7.25,5.4,6,3.5,5.5,-1,-1,-1
